,predictor,AIC
909,['ageph' 'agecar' 'usec' 'sexp' 'split' 'coverp' 'powerc'],311112.2809653716
910,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp'],311148.9944637646
911,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'powerc'],311303.2950076199
912,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'coverp' 'powerc'],311280.1226850709
913,['ageph' 'agecar' 'usec' 'sexp' 'sportc' 'coverp' 'powerc'],311119.09252037265
914,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'],311242.71262629
915,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'coverp'],311223.59984656307
916,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'powerc'],311203.4664989704
917,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'coverp'],311014.75021976116
918,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'powerc'],311133.85805286135
919,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'coverp' 'powerc'],311156.93524621933
920,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp'],311220.2488817248
921,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'powerc'],311381.05918080127
922,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'coverp' 'powerc'],311327.629983712
923,['ageph' 'agecar' 'usec' 'fuelc' 'sportc' 'coverp' 'powerc'],311181.1995234891
924,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'coverp'],311001.03451999766
925,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'powerc'],311112.9806486637
926,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'coverp' 'powerc'],311141.54081920936
927,['ageph' 'agecar' 'usec' 'split' 'sportc' 'coverp' 'powerc'],310975.35642798437
928,['ageph' 'agecar' 'usec' 'fleetc' 'sportc' 'coverp' 'powerc'],311167.64723768074
929,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311183.4830619716
930,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311207.5779361222
931,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311170.6175214948
932,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],310989.05523106403
933,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311091.8860133
934,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311149.4118837236
935,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311195.168237646
936,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311343.5842966658
937,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311323.39517279173
938,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311170.8920839679
939,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],310968.9072670158
940,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311065.9114007686
941,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311129.707060136
942,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],310953.5549456332
943,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311147.57281571045
944,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311039.8613607701
945,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311148.38565636973
946,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311177.33646431647
947,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311016.3467140974
948,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311212.4942204977
949,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311000.11290139717
950,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311305.62913399906
951,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311313.5709645425
952,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311280.26038667886
953,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],311057.0333186405
954,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311200.6077307452
955,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311244.8618009141
956,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311255.9454985511
957,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311427.2458602111
958,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311403.85266070836
959,['ageph' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311222.6849867217
960,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],311044.524333983
961,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311183.2786102365
962,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311232.0331411432
963,['ageph' 'usec' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],311022.35943779506
964,['ageph' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311209.47191297007
965,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311116.8339121483
966,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311268.35702639876
967,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311277.2353015427
968,['ageph' 'usec' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311085.81255812466
969,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311274.317187267
970,['ageph' 'usec' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311077.6530774125
971,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311082.1746693895
972,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311212.78634657065
973,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311266.1125593446
974,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311062.7670328609
975,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311251.30825896526
976,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311047.2844591783
977,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311113.25374889316
978,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311173.4970725822
979,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311192.7873131793
980,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311164.21762956947
981,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],310967.5921104353
982,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311082.0982404241
983,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311133.72912780993
984,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311169.21280378813
985,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311329.12721229094
986,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311301.9519316302
987,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311139.18957867235
988,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],310953.2392680063
989,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311059.4461291356
990,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311118.1650034907
991,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],310933.28022622643
992,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311122.67853778857
993,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311020.72340498347
994,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311138.07387299533
995,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311163.28209429496
996,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],310994.9920582707
997,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311185.69420390914
998,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],310981.958261968
999,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],310989.6579194117
1000,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311094.6951041053
1001,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311152.29655406077
1002,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],310974.0398622883
1003,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311167.84379165183
1004,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],310954.9818759647
1005,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311019.5436064112
1006,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311063.42169454787
1007,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311206.19407008914
1008,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311251.8254100804
1009,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311040.28427237784
1010,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311226.51783741364
1011,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311029.3144251503
1012,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311093.7864568223
1013,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311065.2898232011
1014,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],310973.3002638344
1015,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311086.39929665974
1016,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311139.8402520153
1017,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],310954.2677354594
1018,"['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'
 'powerc']",311143.2900945082
1019,"['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310939.5091265249
1020,"['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",311001.784424668
1021,"['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310976.6730286229
1022,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311047.69850283494
1023,"['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310960.78371631535
