,predictor,BIC
909,['ageph' 'agecar' 'usec' 'sexp' 'split' 'coverp' 'powerc'],311268.8587787657
910,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp'],311282.00630605844
911,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'powerc'],311436.88105965307
912,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'coverp' 'powerc'],311420.9954375152
913,['ageph' 'agecar' 'usec' 'sexp' 'sportc' 'coverp' 'powerc'],311260.40787554043
914,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'],311383.5955049324
915,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'coverp'],311372.09199144604
916,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'powerc'],311352.2383678954
917,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'coverp'],311163.3954904595
918,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'powerc'],311283.0626466328
919,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'coverp' 'powerc'],311313.4572153427
920,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp'],311353.20316508156
921,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'powerc'],311514.6045042193
922,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'coverp' 'powerc'],311468.4599382104
923,['ageph' 'agecar' 'usec' 'fuelc' 'sportc' 'coverp' 'powerc'],311322.47757974645
924,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'coverp'],311149.5002836178
925,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'powerc'],311261.9824576562
926,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'coverp' 'powerc'],311297.8380046452
927,['ageph' 'agecar' 'usec' 'split' 'sportc' 'coverp' 'powerc'],311132.1035596577
928,['ageph' 'agecar' 'usec' 'fleetc' 'sportc' 'coverp' 'powerc'],311308.69443066575
929,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311324.6518468488
930,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311356.35045896965
931,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311319.70009273256
932,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],311137.8718897886
933,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311241.2617336239
934,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311306.1450710954
935,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311328.4183688205
936,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311477.42639961815
937,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311464.55052673555
938,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311312.3571499077
939,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],311117.62754565786
940,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311215.14413592964
941,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311286.2765581659
942,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],311110.42793363903
943,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311288.8627885802
944,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311188.5388367326
945,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311297.58446882834
946,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311333.87009158183
947,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311173.196381302
948,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311353.76922555186
949,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311156.8401925697
950,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311430.9339149049
951,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311446.7010906031
952,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311413.4433138752
953,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],311190.3336083399
954,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311334.22163940215
955,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311386.0353714886
956,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311373.5528119169
957,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311545.2417322516
958,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311529.3344526041
959,['ageph' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311348.6087521314
960,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],311177.6224736545
961,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311316.6441042678
962,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311372.97079563054
963,['ageph' 'usec' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],311163.73443708516
964,['ageph' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311335.1455367883
965,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311249.8603247395
966,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311401.66203413793
967,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311418.0886849826
968,['ageph' 'usec' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311227.1104496705
969,['ageph' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311399.9235755871
970,['ageph' 'usec' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311218.7594695192
971,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311215.5117061635
972,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311346.39367326826
973,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311407.2940481278
974,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311204.25555671274
975,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311377.22655882256
976,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311188.6413980605
977,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311254.55113588495
978,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311322.31527195
979,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311349.1802711274
980,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311320.96097279363
981,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],311124.16307659354
982,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],311239.27586193423
983,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311298.22154522414
984,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311310.09492471715
985,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311470.6455690933
986,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311450.75168937875
987,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311288.43907537457
988,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],311109.5908237071
989,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],311216.3604722592
990,['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311282.3830589351
991,['ageph' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],311097.9419215555
992,['ageph' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311271.6403264802
993,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311177.0211175444
994,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311294.93970669375
995,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311327.4495775931
996,['ageph' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311159.6110606496
997,['ageph' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311334.62295290653
998,['ageph' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311146.3438848328
999,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311146.26315814035
1000,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311251.8660029284
1001,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311316.7995511178
1002,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311138.85980425
1003,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311317.08952461655
1004,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311119.6242878937
1005,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311184.1645055159
1006,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311204.3815027291
1007,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311347.4694000466
1008,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311400.6497600169
1009,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311189.5547803199
1010,['ageph' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311360.0975667254
1011,['ageph' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311178.3346033158
1012,['ageph' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311242.7350383852
1013,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311214.55824718106
1014,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],311137.5252508305
1015,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311251.23779835354
1016,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311311.97754422476
1017,['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],311126.85746415827
1018,"['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'
 'powerc']",311300.19049319904
1019,"['ageph' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",311111.8103079759
1020,"['ageph' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",311174.0478474179
1021,"['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",311149.2633759726
1022,['ageph' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],311204.61904610915
1023,"['ageph' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",311141.0174746579
